Customer_ID,First_Name,Last_Name,Age,Gender,City,State,Customer_Since,Occupation,Income,Marital_Status,Preferred_Channel,Loyalty_Tier
CUST000684,Zansi,Chander,44.0,Female,Surat,Gujarat,2019-01-14,Student,18200.0,Married,Online,Silver
CUST000685,Udyati,Trivedi,22.0,Female,Bengaluru,Karnataka,2022-08-17,Student,13600.0,Single,Store,Bronze
CUST000686,Radhika,Badami,38.0,Female,Bengaluru,Karnataka,2019-06-06,Engineer,176900.0,Married,Online,Gold
CUST000687,Radhika,More,35.0,Female,Chennai,Tamil Nadu,2020-09-29,Sales Executive,57500.0,Married,Mobile App,Silver
CUST000688,Hemangini,Kala,33.0,Female,Mumbai,Maharashtra,2020-08-15,Homemaker,13900.0,Married,Online,Bronze
CUST000689,Panini,Sunder,47.0,Female,Jodhpur,Rajasthan,2021-07-18,IT Professional,168600.0,Married,Online,Gold
CUST000690,Inaya,Kara,44.0,Female,Bengaluru,Karnataka,2018-09-17,Student,14400.0,Single,Store,Silver
CUST000691,Ekapad,Dubey,33.0,Male,Chandigarh,Chandigarh,2019-03-09,Business Owner,124700.0,Married,Store,Gold
CUST000692,Faras,Merchant,53.0,Other,Lucknow,Uttar Pradesh,2021-05-05,Engineer,113900.0,Married,Store,Silver
CUST000693,Chandresh,Tripathi,24.0,Male,Ahmedabad,Gujarat,2020-08-16,IT Professional,122900.0,Single,Online,Gold
CUST000694,Anirudh,Nayar,46.0,Male,Bengaluru,Karnataka,2019-10-23,Government Employee,100900.0,Widowed,Online,Gold
CUST000695,Ekaja,Puri,46.0,Female,Chennai,Tamil Nadu,2019-01-24,IT Professional,178600.0,Single,Online,Gold
CUST000696,Faraj,Gaba,34.0,Male,Warangal,Telangana,2021-06-04,Teacher,53000.0,Married,Mobile App,Silver
CUST000697,Hemangini,Gandhi,42.0,Female,Mysuru,Karnataka,2020-06-16,Self-Employed,117300.0,Married,Online,Gold
CUST000698,Urvashi,Bassi,22.0,Female,Chandigarh,Chandigarh,2022-08-17,Student,11800.0,Married,Mobile App,Bronze
CUST000699,Samesh,Patla,50.0,Male,Chennai,Tamil Nadu,2021-04-22,Sales Executive,116300.0,Divorced,Store,Silver
CUST000700,Kashish,Sawhney,36.0,Female,Varanasi,Uttar Pradesh,2020-02-28,Engineer,118200.0,Married,Store,Gold
CUST000701,Lucky,Sen,31.0,Male,Pune,Maharashtra,2020-04-18,Government Employee,50800.0,Married,Online,Silver
CUST000702,Jackson,Walla,52.0,Male,Pune,Maharashtra,2020-12-23,Sales Executive,56700.0,Married,Online,Silver
CUST000703,Kashvi,More,29.0,Female,Amritsar,Punjab,2020-09-21,Engineer,141300.0,Married,Online,Gold
CUST000704,Vrinda,Hari,20.0,Female,Kolkata,West Bengal,2024-08-16,Student,9200.0,Single,Online,Bronze
CUST000705,Raksha,Sastry,18.0,Female,Chennai,Tamil Nadu,2026-07-11,Retail Employee,21900.0,Single,Online,Bronze
CUST000706,Vihaan,Manda,46.0,Male,Coimbatore,Tamil Nadu,2020-12-25,Teacher,49900.0,Married,Mobile App,Silver
CUST000707,Sai,Thakkar,21.0,Female,Delhi,Delhi,2023-08-17,Student,28400.0,Single,Mobile App,Bronze
CUST000708,Shaurya,Edwin,61.0,Male,Ahmedabad,Gujarat,2019-08-12,Retired,54300.0,Married,Online,Silver
CUST000709,Irya,Devi,18.0,Female,Pune,Maharashtra,2026-07-11,Retail Employee,24400.0,Single,Online,Bronze
CUST000710,Jeremiah,Ben,60.0,Male,Kolkata,West Bengal,2019-05-13,Retired,42400.0,Married,Online,Silver
CUST000711,Warda,Prabhu,41.0,Female,Kolkata,West Bengal,2021-07-07,IT Professional,136200.0,Married,Mobile App,Gold
CUST000712,Charan,Varty,37.0,Male,Kochi,Kerala,2020-06-11,Retired,26800.0,Single,Mobile App,Bronze
CUST000713,David,Mane,38.0,Male,Coimbatore,Tamil Nadu,2019-04-21,Self-Employed,170800.0,Married,Store,Gold
CUST000714,Benjamin,Dyal,43.0,Male,Pune,Maharashtra,2018-11-29,Retail Employee,28900.0,Single,Store,Silver
CUST000715,Madhavi,Sengupta,38.0,Female,Kolkata,West Bengal,2019-10-26,Government Employee,79600.0,Married,Store,Silver
CUST000716,Yashvi,Din,52.0,Female,Pune,Maharashtra,2021-06-20,Teacher,65700.0,Married,Online,Silver
CUST000717,Urmi,Chand,39.0,Female,Delhi,Delhi,2020-06-08,Doctor,243900.0,Married,Online,Gold
CUST000718,Indrajit,Seshadri,40.0,Male,Mumbai,Maharashtra,2021-05-27,Self-Employed,68300.0,Divorced,Store,Silver
CUST000719,Priya,Bala,38.0,Female,Chennai,Tamil Nadu,2019-05-19,Business Owner,301900.0,Married,Mobile App,Platinum
CUST000720,Sarthak,Bera,37.0,Male,Pune,Maharashtra,2021-06-08,IT Professional,168800.0,Single,Mobile App,Silver
CUST000721,Siya,Thakkar,42.0,Female,Chennai,Tamil Nadu,2021-01-25,Self-Employed,89800.0,Married,Mobile App,Silver
CUST000722,Rachit,Keer,18.0,Male,Thiruvananthapuram,Kerala,2026-07-11,Student,13900.0,Married,Mobile App,Bronze
CUST000723,Sanya,Bumb,20.0,Female,Ahmedabad,Gujarat,2024-08-16,Student,14800.0,Single,Online,Bronze
CUST000724,Ridhi,Kapur,48.0,Female,Pune,Maharashtra,2020-05-28,Engineer,137600.0,Married,Online,Gold
CUST000725,Amrita,Nagar,40.0,Female,Delhi,Delhi,2020-03-26,Homemaker,18500.0,Married,Store,Silver
CUST000726,Chavvi,Nayak,36.0,Female,Ahmedabad,Gujarat,2019-06-27,Self-Employed,81000.0,Married,Online,Gold
CUST000727,Eta,Devan,38.0,Female,Patna,Bihar,2020-07-08,Engineer,105400.0,Single,Mobile App,Silver
CUST000728,Anjali,Mangat,43.0,Female,Mumbai,Maharashtra,2019-12-25,Engineer,103400.0,Married,Online,Silver
CUST000729,Warinder,Dewan,31.0,Male,Lucknow,Uttar Pradesh,2020-09-18,Sales Executive,70600.0,Married,Mobile App,Silver
CUST000730,Vrinda,Sen,28.0,Female,Kolkata,West Bengal,2020-07-25,IT Professional,83500.0,Single,Online,Silver
CUST000731,Aarnav,Buch,41.0,Male,Madurai,Tamil Nadu,2019-10-14,Teacher,51500.0,Married,Online,Silver
CUST000732,Adya,Kunda,25.0,Female,Bhubaneswar,Odisha,2020-02-26,Homemaker,3000.0,Married,Store,Bronze
CUST000733,Hritik,Doctor,43.0,Male,Vadodara,Gujarat,2019-06-16,Sales Executive,51300.0,Divorced,Mobile App,Silver
CUST000734,Siddharth,Choudhry,18.0,Male,Chandigarh,Chandigarh,2026-07-11,Student,5900.0,Single,Online,Bronze
CUST000735,Maanas,Khanna,51.0,Male,Hyderabad,Telangana,2019-03-20,IT Professional,213900.0,Married,Store,Platinum
CUST000736,Matthew,Dara,44.0,Male,Kolkata,West Bengal,2020-04-17,IT Professional,129400.0,Divorced,Mobile App,Gold
CUST000737,Arunima,Khare,41.0,Female,Kolkata,West Bengal,2020-02-25,Retail Employee,27300.0,Married,Online,Silver
CUST000738,Shaurya,Shankar,51.0,Male,Bengaluru,Karnataka,2019-08-13,Homemaker,20600.0,Single,Online,Silver
CUST000739,Bhavika,Choudhry,60.0,Female,Kolkata,West Bengal,2020-12-17,Retired,43100.0,Widowed,Store,Silver
CUST000740,Zaid,Wason,51.0,Male,Delhi,Delhi,2020-06-19,Sales Executive,108200.0,Married,Store,Gold
CUST000741,Adweta,Varma,18.0,Female,Pune,Maharashtra,2026-07-11,Student,7300.0,Single,Mobile App,Bronze
CUST000742,Kavya,Dhawan,21.0,Female,Hyderabad,Telangana,2023-08-17,Student,13300.0,Single,Online,Bronze
CUST000743,Mugdha,Sanghvi,30.0,Male,Vadodara,Gujarat,2020-04-24,Student,10800.0,Married,Store,Bronze
CUST000744,Aachal,Pandit,38.0,Female,Kochi,Kerala,2019-10-30,Self-Employed,65800.0,Married,Store,Gold
CUST000745,Jai,Saha,45.0,Male,Chennai,Tamil Nadu,2018-09-21,Engineer,89500.0,Divorced,Store,Gold
CUST000746,Idika,Chada,29.0,Female,Howrah,West Bengal,2018-12-29,Engineer,112200.0,Married,Mobile App,Gold
CUST000747,Pranit,Bir,40.0,Male,Pune,Maharashtra,2020-10-13,Student,14900.0,Married,Online,Silver
CUST000748,Zehaan,Tripathi,28.0,Male,Patna,Bihar,2020-02-07,Retail Employee,19300.0,Married,Store,Bronze
CUST000749,Aishani,Ramakrishnan,30.0,Female,Kolkata,West Bengal,2021-06-15,Student,14200.0,Single,Store,Bronze
CUST000750,Wahab,Bassi,20.0,Male,Udaipur,Rajasthan,2024-08-16,Student,13800.0,Single,Mobile App,Bronze
CUST000751,Sara,Prakash,26.0,Female,Jodhpur,Rajasthan,2019-04-20,Engineer,99500.0,Married,Store,Gold
CUST000752,Lajita,Babu,20.0,Female,New Delhi,Delhi,2024-08-16,Student,7400.0,Married,Store,Bronze
CUST000753,Pranav,Bir,25.0,Male,Coimbatore,Tamil Nadu,2020-11-07,Student,49400.0,Married,Online,Silver
CUST000754,Orinder,Khosla,38.0,Male,Bhubaneswar,Odisha,2018-10-17,Engineer,115900.0,Married,Store,Gold
CUST000755,Charles,Natarajan,26.0,Male,Pune,Maharashtra,2019-02-26,Government Employee,46900.0,Married,Store,Gold
CUST000756,Ekani,Basu,72.0,Female,Ahmedabad,Gujarat,2019-04-13,Retired,21600.0,Divorced,Store,Silver
CUST000757,Qushi,Nigam,38.0,Female,Bhubaneswar,Odisha,2019-01-12,Retail Employee,31400.0,Married,Online,Silver
CUST000758,Gagan,Shetty,40.0,Male,Bengaluru,Karnataka,2019-05-18,Self-Employed,254000.0,Married,Online,Platinum
CUST000759,Wriddhish,Gopal,27.0,Male,Chandigarh,Chandigarh,2021-04-06,Engineer,111600.0,Married,Online,Silver
CUST000760,Ekanta,Bhatnagar,47.0,Female,Thiruvananthapuram,Kerala,2020-01-28,Retail Employee,29700.0,Married,Mobile App,Silver
CUST000761,Vasudha,Bansal,38.0,Female,Vadodara,Gujarat,2020-04-16,Retail Employee,27800.0,Married,Online,Silver
CUST000762,Manan,Jaggi,40.0,Male,Delhi,Delhi,2020-09-09,Sales Executive,105400.0,Married,Online,Silver
CUST000763,Anthony,Iyengar,71.0,Male,Bengaluru,Karnataka,2019-02-14,Business Owner,184100.0,Divorced,Store,Platinum
CUST000764,Anvi,Mutti,37.0,Female,Mumbai,Maharashtra,2020-03-26,Doctor,285100.0,Married,Online,Gold
CUST000765,Mohammed,Varma,53.0,Male,Varanasi,Uttar Pradesh,2021-06-11,IT Professional,135700.0,Single,Online,Silver
CUST000766,Rushil,Solanki,29.0,Male,Chandigarh,Chandigarh,2020-10-19,Government Employee,53500.0,Married,Mobile App,Silver
CUST000767,Lajita,Bansal,38.0,Female,Howrah,West Bengal,2020-12-09,Homemaker,3000.0,Single,Store,Bronze
CUST000768,Ikshita,Mangal,61.0,Male,Mysuru,Karnataka,2018-12-18,Self-Employed,134700.0,Divorced,Online,Gold
CUST000769,Pranav,Batta,30.0,Male,Mumbai,Maharashtra,2019-09-07,Government Employee,70000.0,Single,Online,Silver
CUST000770,Noah,Mahajan,62.0,Male,Vadodara,Gujarat,2019-12-11,Self-Employed,115300.0,Married,Online,Gold
CUST000771,David,Pillai,47.0,Male,Surat,Gujarat,2020-02-08,Self-Employed,239500.0,Single,Mobile App,Gold
CUST000772,Tejas,Ratta,31.0,Male,Kochi,Kerala,2019-09-04,Government Employee,46800.0,Married,Store,Silver
CUST000773,Urvi,Raju,46.0,Female,Surat,Gujarat,2019-05-12,IT Professional,186400.0,Married,Mobile App,Gold
CUST000774,Omkaar,Grover,51.0,Male,Kanpur,Uttar Pradesh,2019-12-18,Retail Employee,31800.0,Married,Store,Silver
CUST000775,Yadavi,Tank,46.0,Female,Vadodara,Gujarat,2018-10-23,Retail Employee,33200.0,Married,Mobile App,Silver
CUST000776,Raksha,Venkataraman,18.0,Female,Kolkata,West Bengal,2026-07-11,Retail Employee,13000.0,Married,Mobile App,Bronze
CUST000777,Kiaan,Butala,29.0,Male,Hyderabad,Telangana,2018-08-22,Government Employee,59800.0,Married,Online,Gold
CUST000778,Simon,Brar,35.0,Male,Patna,Bihar,2019-08-14,Self-Employed,159200.0,Married,Online,Gold
CUST000779,Upasna,Gole,37.0,Female,Ahmedabad,Gujarat,2018-10-29,Retired,27000.0,Divorced,Store,Silver
CUST000780,Nandini,Nagi,46.0,Female,Hyderabad,Telangana,2020-05-30,Student,13500.0,Widowed,Online,Bronze
CUST000781,Dalaja,Buch,40.0,Female,Pune,Maharashtra,2019-01-17,IT Professional,113100.0,Divorced,Store,Gold
CUST000782,Nihal,Merchant,21.0,Male,Bengaluru,Karnataka,2023-08-17,Retail Employee,19700.0,Single,Online,Bronze
CUST000783,Niharika,Sehgal,43.0,Female,Madurai,Tamil Nadu,2018-11-30,Self-Employed,155200.0,Widowed,Mobile App,Gold
CUST000784,Unni,Ganesan,46.0,Female,Bengaluru,Karnataka,2019-02-18,Self-Employed,227100.0,Married,Mobile App,Platinum
CUST000785,Vamakshi,Panchal,45.0,Female,Delhi,Delhi,2020-05-28,Teacher,63600.0,Married,Store,Silver
CUST000786,Udant,Basak,52.0,Male,Coimbatore,Tamil Nadu,2021-02-23,IT Professional,181400.0,Single,Store,Gold
CUST000787,Qushi,Saran,49.0,Female,Delhi,Delhi,2020-08-15,Engineer,113800.0,Widowed,Store,Gold
CUST000788,Mahika,Bhandari,44.0,Female,Lucknow,Uttar Pradesh,2019-04-28,Student,9600.0,Married,Store,Bronze
CUST000789,Baljiwan,Ravi,37.0,Male,Chennai,Tamil Nadu,2020-12-04,Teacher,60500.0,Married,Store,Silver
CUST000790,Qabil,Varghese,18.0,Male,Kolkata,West Bengal,2026-07-11,Sales Executive,28700.0,Single,Mobile App,Bronze
CUST000791,Fariq,Balasubramanian,44.0,Male,Pune,Maharashtra,2019-12-06,Government Employee,61500.0,Married,Store,Silver
CUST000792,Ekbal,Sarma,38.0,Male,Bengaluru,Karnataka,2019-10-25,Retired,54600.0,Widowed,Online,Silver
CUST000793,Anay,Date,42.0,Male,Hyderabad,Telangana,2018-10-26,Doctor,295200.0,Married,Online,Platinum
CUST000794,Bhavna,Keer,21.0,Female,Lucknow,Uttar Pradesh,2023-08-17,Student,11500.0,Single,Store,Bronze
CUST000795,Qadim,Pathak,24.0,Male,Udaipur,Rajasthan,2020-08-16,Engineer,65800.0,Single,Store,Gold
CUST000796,Rehaan,Bali,52.0,Male,Delhi,Delhi,2019-11-18,Government Employee,79600.0,Single,Online,Silver
CUST000797,Ganga,Sengupta,37.0,Female,Kolkata,West Bengal,2019-02-15,Government Employee,74300.0,Married,Store,Gold
CUST000798,Qasim,Prabhu,47.0,Male,Delhi,Delhi,2020-10-31,Retail Employee,33700.0,Married,Mobile App,Silver
CUST000799,Tristan,Bose,38.0,Male,Ludhiana,Punjab,2020-12-29,Retail Employee,32300.0,Married,Online,Silver
CUST000800,Ekantika,Wagle,38.0,Female,Guwahati,Assam,2018-11-05,Teacher,52300.0,Married,Online,Silver
CUST000801,Rajeshri,Rao,50.0,Female,Kolkata,West Bengal,2019-07-18,Self-Employed,170100.0,Married,Store,Platinum
CUST000802,Nirja,Mallick,31.0,Female,Ahmedabad,Gujarat,2019-08-11,Engineer,75600.0,Single,Store,Gold
CUST000803,Kritika,Comar,39.0,Female,Lucknow,Uttar Pradesh,2020-03-22,Retail Employee,65800.0,Married,Store,Silver
CUST000804,Agastya,Grewal,32.0,Male,Ahmedabad,Gujarat,2020-06-29,Sales Executive,45000.0,Married,Online,Silver
CUST000805,Yahvi,Vasa,32.0,Female,Ahmedabad,Gujarat,2019-12-16,Engineer,124900.0,Married,Store,Gold
CUST000806,Rishi,Dalal,34.0,Male,Bhubaneswar,Odisha,2021-04-06,Homemaker,16600.0,Single,Mobile App,Bronze
CUST000807,Lekha,Lad,41.0,Female,Kolkata,West Bengal,2020-04-05,Doctor,352400.0,Married,Mobile App,Gold
CUST000808,Udant,Kala,32.0,Male,Howrah,West Bengal,2020-04-04,Retail Employee,22600.0,Married,Mobile App,Silver
CUST000809,Mekhala,Swaminathan,54.0,Female,Chandigarh,Chandigarh,2020-01-04,IT Professional,114600.0,Widowed,Mobile App,Gold
CUST000810,Irya,Das,26.0,Female,Ahmedabad,Gujarat,2019-09-21,Engineer,66500.0,Married,Online,Silver
CUST000811,Ekanta,Borah,36.0,Female,Surat,Gujarat,2018-10-02,Student,16500.0,Single,Online,Silver
CUST000812,Upkaar,Gera,32.0,Male,Delhi,Delhi,2019-09-02,Student,12000.0,Married,Mobile App,Bronze
CUST000813,Tristan,Chahal,57.0,Male,Hyderabad,Telangana,2018-12-22,Retail Employee,41500.0,Married,Store,Gold
CUST000814,Odika,Palan,41.0,Female,Pune,Maharashtra,2019-12-16,Government Employee,521100.0,Married,Store,Platinum
CUST000815,Bhavini,Mannan,51.0,Male,Chennai,Tamil Nadu,2019-09-29,IT Professional,219700.0,Married,Store,Gold
CUST000816,Mason,Dugar,19.0,Male,Chennai,Tamil Nadu,2025-08-16,Student,13400.0,Single,Mobile App,Bronze
CUST000817,Harita,Pathak,41.0,Female,Ludhiana,Punjab,2021-03-23,Retail Employee,41900.0,Widowed,Mobile App,Silver
CUST000818,Yashoda,Kapur,50.0,Female,Kolkata,West Bengal,2019-11-20,Doctor,371100.0,Married,Store,Platinum
CUST000819,Darsh,Iyer,39.0,Male,Jodhpur,Rajasthan,2020-06-09,Engineer,116700.0,Widowed,Online,Gold
CUST000820,Ekiya,Khalsa,38.0,Female,Bengaluru,Karnataka,2019-03-25,Government Employee,86700.0,Married,Store,Gold
CUST000821,Xiti,Bal,31.0,Female,Varanasi,Uttar Pradesh,2019-12-30,Student,8700.0,Married,Mobile App,Bronze
CUST000822,Pranit,Pillay,56.0,Male,Kolkata,West Bengal,2018-12-23,Student,24000.0,Married,Store,Silver
CUST000823,Vivaan,Dayal,68.0,Male,Ahmedabad,Gujarat,2018-09-16,Retired,52300.0,Married,Online,Silver
CUST000824,Chameli,Bhatti,33.0,Female,Bengaluru,Karnataka,2021-03-07,Student,25200.0,Married,Mobile App,Bronze
CUST000825,Nilima,Rao,32.0,Female,Madurai,Tamil Nadu,2020-06-10,Teacher,55600.0,Married,Online,Silver
CUST000826,Wriddhish,Vora,57.0,Male,Howrah,West Bengal,2019-08-19,Engineer,193100.0,Married,Mobile App,Platinum
CUST000827,Tripti,Rout,59.0,Female,Kolkata,West Bengal,2020-09-16,Engineer,118600.0,Married,Mobile App,Silver
CUST000828,Bina,Dass,31.0,Female,Kochi,Kerala,2020-10-28,Government Employee,41900.0,Married,Mobile App,Silver
CUST000829,Nitara,Borah,33.0,Female,Patna,Bihar,2019-03-09,Teacher,47200.0,Single,Mobile App,Silver
CUST000830,Umang,Shukla,34.0,Male,Amritsar,Punjab,2018-09-07,Engineer,65800.0,Divorced,Online,Gold
CUST000831,Yauvani,Padmanabhan,21.0,Female,Ahmedabad,Gujarat,2023-08-17,Sales Executive,78300.0,Single,Store,Silver
CUST000832,Devansh,Gopal,26.0,Male,Amritsar,Punjab,2020-01-20,Self-Employed,46200.0,Married,Mobile App,Silver
CUST000833,Dhruv,Sant,38.0,Male,Varanasi,Uttar Pradesh,2020-04-18,Engineer,102000.0,Single,Online,Gold
CUST000834,Zayan,Bhakta,28.0,Male,Bengaluru,Karnataka,2020-01-03,Student,65800.0,Married,Store,Silver
CUST000835,David,Vasa,38.0,Male,Hyderabad,Telangana,2020-03-27,Teacher,45200.0,Married,Store,Silver
CUST000836,Ganga,Modi,41.0,Female,Delhi,Delhi,2020-02-12,Sales Executive,93300.0,Married,Store,Gold
CUST000837,Fitan,Edwin,58.0,Male,Mumbai,Maharashtra,2021-01-05,Student,18700.0,Married,Mobile App,Bronze
CUST000838,Ojasvi,Kar,25.0,Female,Delhi,Delhi,2019-08-17,Retired,28300.0,Single,Store,Silver
CUST000839,Oscar,Venkataraman,51.0,Male,Mumbai,Maharashtra,2019-05-12,Doctor,306300.0,Married,Online,Platinum
CUST000840,Lucky,Brar,35.0,Male,Ahmedabad,Gujarat,2019-08-01,Doctor,211400.0,Married,Online,Gold
CUST000841,Zashil,Hegde,37.0,Other,Hyderabad,Telangana,2018-10-10,Student,19200.0,Married,Online,Silver
CUST000842,Mahika,Dass,47.0,Female,Bengaluru,Karnataka,2020-10-09,Engineer,133900.0,Single,Store,Gold
CUST000843,Max,Walla,23.0,Male,Jaipur,Rajasthan,2021-08-16,IT Professional,134500.0,Married,Mobile App,Silver
CUST000844,Charita,Thakkar,43.0,Female,Varanasi,Uttar Pradesh,2019-02-23,Retail Employee,26900.0,Married,Store,Silver
CUST000845,Frado,Dube,38.0,Male,Amritsar,Punjab,2018-08-18,Government Employee,86900.0,Divorced,Store,Gold
CUST000846,Frederick,Nazareth,44.0,Male,Howrah,West Bengal,2019-11-21,Sales Executive,125400.0,Married,Store,Gold
CUST000847,Anvi,Balakrishnan,42.0,Female,Chennai,Tamil Nadu,2021-06-13,Student,180600.0,Married,Mobile App,Gold
CUST000848,Chaitaly,Bath,70.0,Female,Bengaluru,Karnataka,2019-04-14,Retired,47900.0,Divorced,Store,Silver
CUST000849,Kevin,Kade,30.0,Male,Delhi,Delhi,2021-05-27,Student,8800.0,Married,Online,Bronze
CUST000850,Turvi,Balasubramanian,31.0,Female,Delhi,Delhi,2020-01-03,Business Owner,166200.0,Married,Mobile App,Gold
CUST000851,Yadavi,Mann,30.0,Female,Hyderabad,Telangana,2020-10-16,Business Owner,282900.0,Married,Store,Gold
CUST000852,Matthew,Subramanian,31.0,Male,Ludhiana,Punjab,2018-11-18,Engineer,172400.0,Married,Online,Platinum
CUST000853,Krisha,Ravi,30.0,Female,Mumbai,Maharashtra,2020-04-09,IT Professional,101700.0,Divorced,Online,Silver
CUST000854,Neha,Setty,53.0,Female,Delhi,Delhi,2018-12-06,IT Professional,151500.0,Married,Online,Platinum
CUST000855,Bina,Bhasin,56.0,Female,Delhi,Delhi,2020-09-23,Engineer,156200.0,Married,Mobile App,Gold
CUST000856,Farhan,Sarraf,31.0,Male,Ahmedabad,Gujarat,2020-06-18,Government Employee,57600.0,Single,Online,Silver
CUST000857,Triya,Sule,27.0,Female,Mysuru,Karnataka,2018-10-13,Homemaker,3000.0,Single,Mobile App,Bronze
CUST000858,Vincent,Jani,44.0,Male,Chennai,Tamil Nadu,2021-01-08,Engineer,117200.0,Married,Online,Silver
CUST000859,Panini,Dhawan,31.0,Female,Pune,Maharashtra,2019-11-21,Teacher,34200.0,Single,Online,Silver
CUST000860,Nirja,Nagar,46.0,Female,Hyderabad,Telangana,2020-06-17,IT Professional,151800.0,Married,Store,Gold
CUST000861,Orinder,Rastogi,41.0,Male,Pune,Maharashtra,2019-04-21,Self-Employed,172400.0,Married,Online,Platinum
CUST000862,Eiravati,Prabhakar,18.0,Female,Coimbatore,Tamil Nadu,2026-07-11,Student,65800.0,Single,Online,Bronze
CUST000863,Yasti,Cherian,58.0,Female,Pune,Maharashtra,2020-04-24,Government Employee,88700.0,Married,Store,Silver
CUST000864,Odika,Khurana,61.0,Female,Jodhpur,Rajasthan,2019-07-12,Business Owner,362300.0,Married,Store,Platinum
CUST000865,Viraj,Das,30.0,Male,Kolkata,West Bengal,2020-05-27,Teacher,39400.0,Single,Mobile App,Silver
CUST000866,Kiaan,Sengupta,33.0,Male,Surat,Gujarat,2021-06-13,Student,76900.0,Single,Store,Silver
CUST000867,Krishna,Dhaliwal,42.0,Female,Hyderabad,Telangana,2019-07-06,Retail Employee,27900.0,Married,Store,Silver
CUST000868,Chanakya,Bedi,42.0,Male,Hyderabad,Telangana,2020-02-12,Self-Employed,106400.0,Married,Mobile App,Gold
CUST000869,Mohini,Rajagopalan,47.0,Female,Pune,Maharashtra,2021-08-04,Student,13300.0,Married,Mobile App,Bronze
CUST000870,Shaurya,Kothari,64.0,Male,Coimbatore,Tamil Nadu,2019-10-15,Retired,40100.0,Married,Store,Silver
CUST000871,Fariq,Narang,36.0,Male,Chennai,Tamil Nadu,2018-11-12,Sales Executive,52600.0,Married,Mobile App,Gold
CUST000872,Naksh,Gupta,28.0,Male,Chennai,Tamil Nadu,2021-04-17,Engineer,120500.0,Married,Online,Silver
CUST000873,Fariq,Tara,20.0,Male,Vadodara,Gujarat,2024-08-16,Student,10500.0,Single,Online,Bronze
CUST000874,Yasti,Sibal,28.0,Female,Varanasi,Uttar Pradesh,2019-06-10,Government Employee,46400.0,Married,Mobile App,Silver
CUST000875,Zaid,Morar,38.0,Male,Vadodara,Gujarat,2021-05-31,Engineer,145600.0,Married,Online,Silver
CUST000876,Yuvraj,Bajaj,61.0,Male,Pune,Maharashtra,2021-07-22,Retired,16000.0,Married,Online,Bronze
CUST000877,Chakradev,Ramaswamy,31.0,Male,Kolkata,West Bengal,2020-03-26,Retired,29600.0,Single,Online,Bronze
CUST000878,Yashawini,Shankar,41.0,Female,Pune,Maharashtra,2019-04-02,Retired,24100.0,Married,Mobile App,Silver
CUST000879,Jai,Kale,38.0,Male,Ahmedabad,Gujarat,2021-02-21,Engineer,151800.0,Married,Mobile App,Gold
CUST000880,Qushi,Bava,53.0,Female,Hyderabad,Telangana,2019-02-12,IT Professional,208300.0,Divorced,Mobile App,Platinum
CUST000881,Arya,Manda,71.0,Female,Pune,Maharashtra,2019-08-28,Retired,22900.0,Married,Store,Silver
CUST000882,Yachana,Singhal,31.0,Female,Bhopal,Madhya Pradesh,2020-08-17,Doctor,286600.0,Married,Store,Platinum
CUST000883,Mekhala,Yadav,32.0,Female,Kolkata,West Bengal,2020-01-29,Retail Employee,32200.0,Married,Online,Silver
CUST000884,Aarna,Chokshi,52.0,Female,Hyderabad,Telangana,2018-09-23,Teacher,73500.0,Divorced,Store,Gold
CUST000885,Upasna,Desai,47.0,Female,Mumbai,Maharashtra,2020-12-22,Student,17600.0,Married,Store,Bronze
CUST000886,Kevin,Pau,62.0,Male,Coimbatore,Tamil Nadu,2020-02-16,Retired,48700.0,Divorced,Store,Silver
CUST000887,Saksham,Pau,46.0,Male,Thiruvananthapuram,Kerala,2019-10-02,Retail Employee,36900.0,Single,Mobile App,Silver
CUST000888,Arin,Rattan,33.0,Male,Kolkata,West Bengal,2021-03-18,IT Professional,152800.0,Married,Online,Gold
CUST000889,Ati,Hayer,46.0,Female,Amritsar,Punjab,2021-06-30,Self-Employed,150900.0,Married,Online,Silver
CUST000890,Radhika,Mani,52.0,Female,Pune,Maharashtra,2021-08-02,IT Professional,152200.0,Married,Mobile App,Gold
CUST000891,Bina,Raju,49.0,Female,Kolkata,West Bengal,2020-08-25,Teacher,57200.0,Divorced,Online,Silver
CUST000892,Zayyan,Seshadri,45.0,Male,Jodhpur,Rajasthan,2021-05-27,Student,12700.0,Married,Mobile App,Bronze
CUST000893,Meera,Dani,52.0,Female,Coimbatore,Tamil Nadu,2019-03-20,Engineer,169400.0,Married,Store,Gold
CUST000894,Devansh,Chatterjee,53.0,Male,Pune,Maharashtra,2018-08-19,Government Employee,105300.0,Married,Store,Gold
CUST000895,Ronith,Prakash,56.0,Male,Kolkata,West Bengal,2021-06-10,Engineer,160900.0,Married,Online,Gold
CUST000896,Omkaar,Pau,46.0,Male,Kolkata,West Bengal,2020-04-29,Homemaker,8600.0,Married,Mobile App,Bronze
CUST000897,Ekbal,Issac,36.0,Male,Surat,Gujarat,2021-07-19,Retail Employee,30300.0,Single,Mobile App,Bronze
CUST000898,Yashoda,Ratti,40.0,Female,Jaipur,Rajasthan,2021-03-22,Retail Employee,23900.0,Divorced,Mobile App,Bronze
CUST000899,Zashil,Baria,54.0,Male,Udaipur,Rajasthan,2020-08-27,IT Professional,160900.0,Married,Store,Gold
